PaperId	RecommendedPaperId	Method	StudyScore	StudyRankByMethod	StudyRankGlobal	CooccurrenceCnt	Similarity	EmbSimilarity	TfIdfSimilarity	ComputedRankByMethod	ComputedRankGlobal
2114767115	2548595794	Content				0	0.6937744	0.8606563	0.304383337	8	8
2114767115	2316937320	Content									
2114767115	2142187816	Content				0	0.6947516	0.900230765	0.215300322	6	6
2114767115	2810772136	Content									
2114767115	2186770651	Content				0	0.694400251	0.864707947	0.2970157	7	7
2114767115	2126527976	Content				0	0.697350144	0.8838877	0.262095839	5	5
2115856443	1691700263	Behavior	5	1	1	4	0.7006562	0	0	4	4
2115856443	2295903414	Behavior	5	1	1	4	0.7006562	0	0	6	6
2115856443	2158395308	Behavior	5	1	1	4	0.7006562	0	0	7	7
2115856443	1497571013	Behavior	5	1	1	5	0.75	0	0	2	2
2115856443	2140191215	Behavior	5	1	1	5	0.75	0	0	3	3
2115856443	1526056075	Behavior	5	1	1	4	0.7006562	0	0	5	5
2115856443	2162284942	Behavior	5	1	1	6	0.7993438	0	0	1	1
2115856443	2240123197	Behavior	2	8	8	3	0.6550128	0	0	8	8
2115856443	1966095943	Behavior	2	8	8	3	0.6550128	0	0	9	9
2115856443	2098057628	Behavior	1	10	13	3	0.6550128	0	0	10	10
2115856443	1551759917	Content	2	1	8	0	0.6046326	0.805441856	0.1360777	3	
2115856443	1869423547	Content	2	1	8	0	0.599184036	0.8222083	0.07879408	8	
2115856443	1849621571	Content	2	1	8	0	0.5981096	0.801510751	0.123506986	10	
2115856443	2049068183	Content	1	4	13	0	0.6018811	0.817226946	0.09940735	5	
2115856443	1967494737	Content	1	4	13	0	0.5984886	0.810039759	0.104869336	9	
2115856443	2791874651	Content				0	0.60109365	0.812932134	0.106803782	7	
2115856443	2409061991	Content				0	0.612401366	0.8370748	0.08816327	1	
2115856443	2402685112	Content				0	0.601896763	0.813297153	0.108629219	4	
2115856443	2462347751	Content				0	0.6072282	0.819834232	0.111147486	2	
2115856443	2341953408	Content				0	0.6012042	0.8136629	0.105467252	6	
2119030881	1491237615	Behavior	2	1	5	4	0.7006562	0	0	1	3
2119030881	1643612618	Behavior	1	2	9	4	0.7006562	0	0	4	6
2119030881	1980280740	Behavior	1	2	9	2	0.6157376	0	0	8	
2119030881	2123144030	Behavior	1	2	9	4	0.7006562	0	0	3	5
2119030881	1998079458	Behavior	1	2	9	2	0.6157376	0	0	9	
2119030881	1525967479	Behavior	1	2	9	2	0.6157376	0	0	10	
2119030881	2093122708	Behavior	1	2	9	3	0.6550128	0	0	7	
2119030881	1555566055	Behavior	1	2	9	4	0.7006562	0	0	5	7
2119030881	1506068270	Behavior	1	2	9	4	0.7006562	0	0	2	4
2119030881	2189109560	Behavior	1	2	9	3	0.6550128	0	0	6	
2119030881	1580044975	Content	5	1	1	0	0.704950333	0.897132754	0.256524652	2	2
2119030881	2102109654	Content	4	2	2	0	0.6998242	0.8793422	0.280948877	3	8
2119030881	2247619592	Content	4	2	2	0	0.7330698	0.899071038	0.345733434	1	1
2119030881	2187569912	Content	3	4	4	0	0.6704401	0.8902332	0.157589421	6	
2119030881	1542695443	Content	2	5	5	0	0.6890348	0.901982367	0.192157179	5	10
2119030881	2048683081	Content	2	5	5	0	0.6920975	0.880860269	0.251651019	4	9
2119030881	2483732394	Content	2	5	5	0	0.660982	0.9004936	0.102121636	10	
2119030881	74226213	Content	1	8	9	0	0.664525151	0.9113349	0.08863578	8	
2119030881	2394720883	Content	1	8	9	0	0.6657316	0.91124934	0.09285698	7	
2119030881	2152907452	Content	1	8	9	0	0.6638575	0.8976709	0.118292935	9	
2120150119	641710284	Behavior	5	1	1	2	0.6157376	0	0	10	
2120150119	2001601466	Behavior	4	2	2	2	0.6157376	0	0	5	
2120150119	2121712502	Behavior	3	3	4	2	0.6157376	0	0	6	
2120150119	2462066163	Behavior	3	3	4	2	0.6157376	0	0	3	
2120150119	2041026877	Behavior	3	3	4	2	0.6157376	0	0	7	
2120150119	2069516633	Behavior	2	6	8	2	0.6157376	0	0	9	
2120150119	2106103812	Behavior	2	6	8	2	0.6157376	0	0	4	
2120150119	1666277081	Behavior	2	6	8	2	0.6157376	0	0	8	
2120150119	1819662813	Behavior	1	9	18	2	0.6157376	0	0	1	
2120150119	1968380849	Behavior	1	9	18	2	0.6157376	0	0	2	
2120150119	2522626549	Content	4	1	2	0	0.7314227	0.9098161	0.31517157	1	1
2120150119	2623812553	Content	3	2	4	0	0.6949629	0.905408859	0.2039223	6	6
2120150119	2191352731	Content	2	3	8	0	0.715011358	0.913731337	0.251331478	2	2
2120150119	2520326549	Content	2	3	8	0	0.6863641	0.910723746	0.162858292	10	10
2120150119	2798735487	Content	2	3	8	0	0.686718047	0.909184	0.167630881	9	9
2120150119	2593270250	Content	2	3	8	0	0.6877622	0.9084456	0.172834277	8	8
2120150119	2468706984	Content	2	3	8	0	0.7006658	0.9099655	0.212299779	5	5
2120150119	2804393425	Content	2	3	8	0	0.7054695	0.922498047	0.19906947	4	4
2120150119	1583278701	Content	2	3	8	0	0.6944234	0.9190521	0.170289591	7	7
2120150119	2264085712	Content	1	10	18	0	0.707621932	0.9290328	0.190996483	3	3
2121060811	1966797434	Behavior	5	1	1	10	0.9403985	0	0	4	4
2121060811	40549020	Behavior	5	1	1	8	0.8842624	0	0	5	5
2121060811	2294703018	Behavior	5	1	1	11	0.958413661	0	0	2	2
2121060811	2040467972	Behavior	5	1	1	7	0.8449872	0	0	10	10
2121060811	1513398909	Behavior	5	1	1	7	0.8449872	0	0	8	8
2121060811	1971222444	Behavior	5	1	1	12	0.9713379	0	0	1	1
2121060811	2252073650	Behavior	4	7	11	8	0.8842624	0	0	6	6
2121060811	2008803468	Behavior	4	7	11	7	0.8449872	0	0	9	9
2121060811	2404480901	Behavior	2	9	18	11	0.958413661	0	0	3	3
2121060811	2097726431	Behavior	2	9	18	7	0.8449872	0	0	7	7
2121060811	2024975957	Content	5	1	1	0	0.709973335	0.912081063	0.238388732	6	
2121060811	1999320905	Content	5	1	1	0	0.7318299	0.9235735	0.28442803	2	
2121060811	1995582071	Content	5	1	1	0	0.7049601	0.9143564	0.216368675	8	
2121060811	1558369112	Content	5	1	1	0	0.7254225	0.9133505	0.2869238	5	
2121060811	2595791078	Content	4	5	11	0	0.6984099	0.905834258	0.214419872	9	
2121060811	2164385461	Content	4	5	11	0	0.730554938	0.925534248	0.275603235	3	
2121060811	2798684758	Content	4	5	11	0	0.706326246	0.915142357	0.219088659	7	
2121060811	2530157984	Content	4	5	11	0	0.7321351	0.916175	0.302708775	1	
2121060811	2306941105	Content	3	9	17	0	0.728965759	0.9038442	0.3209161	4	
2121060811	2113865621	Content	1	10	20	0	0.6973283	0.9089511	0.20354189	10	
2122226347	2171634548	Behavior				185	1	0	0	7	7
2122226347	2096118443	Behavior				154	1	0	0	10	10
2122226347	1481277647	Behavior				194	1	0	0	6	6
2122226347	2121973001	Behavior				200	1	0	0	5	5
2122226347	2119271160	Behavior				167	1	0	0	8	8
2122226347	2144098589	Behavior				237	1	0	0	4	4
2122226347	2012095206	Behavior				369	1	0	0	1	1
2122226347	2149274049	Behavior				158	1	0	0	9	9
2122226347	1521553548	Behavior				261	1	0	0	3	3
2122226347	2041855183	Behavior				263	1	0	0	2	2
2122226347	2181451052	Content				0	0.7548464	0.8898038	0.439945668	6	
2122226347	2621166905	Content				0	0.759539366	0.890235662	0.45458132	3	
2122226347	1506056176	Content				0	0.7459802	0.8924536	0.404209	9	
2122226347	2408790947	Content				0	0.777793	0.917138457	0.452653617	1	
2122226347	125799710	Content				0	0.754594147	0.91815275	0.372957349	7	
2122226347	4366406	Content				0	0.747537255	0.895991147	0.401144922	8	
2122226347	2745147373	Content				0	0.7550262	0.903006852	0.409738034	5	
2122226347	1671958512	Content									
2122226347	2223979599	Content				0	0.760184765	0.9135534	0.402324528	2	
2122226347	2188820491	Content				0	0.7452605	0.8898669	0.407845438	10	
2123089461	2086021638	Behavior	5	1	1	2	0.6157376	0	0	9	
2123089461	2079927753	Behavior	5	1	1	2	0.6157376	0	0	8	
2123089461	2006211886	Behavior	4	3	4	2	0.6157376	0	0	1	
2123089461	2009588715	Behavior	3	4	5	2	0.6157376	0	0	2	
2123089461	2127601863	Behavior	3	4	5	2	0.6157376	0	0	3	
2123089461	2088486634	Behavior	3	4	5	2	0.6157376	0	0	10	
2123089461	2050299213	Behavior	2	7	9	2	0.6157376	0	0	6	
2123089461	2040547343	Behavior				2	0.6157376	0	0	5	
2123089461	2157752701	Behavior				2	0.6157376	0	0	7	
2123089461	2127684760	Behavior				2	0.6157376	0	0	4	
2123089461	1513013107	Content	5	1	1	0	0.6568176	0.8723711	0.153859451	6	6
2123089461	2014735015	Content	3	2	5	0	0.6655478	0.869067252	0.190668955	4	4
2123089461	2750294530	Content				0	0.6626735	0.894415736	0.121941596	5	5
2123089461	2265008491	Content				0	0.6542624	0.8983623	0.08469617	9	9
2123089461	2272918942	Content				0	0.6847028	0.8991868	0.184240162	1	1
2123089461	2888047773	Content				0	0.655549645	0.8683825	0.158939525	7	7
2123089461	2200392332	Content				0	0.6548603	0.8927022	0.09989581	8	8
2123089461	2585533210	Content				0	0.671423733	0.9036687	0.129518881	2	2
2123089461	2157525788	Content				0	0.667925537	0.9187821	0.08259355	3	3
2123089461	2317114557	Content				0	0.6541612	0.8843987	0.116940349	10	10
2123410656	2078994333	Behavior	5	1	1	4	0.7006562	0	0	10	
2123410656	2028969753	Behavior	5	1	1	7	0.8449872	0	0	3	3
2123410656	2094558832	Behavior	5	1	1	5	0.75	0	0	8	8
2123410656	2055930971	Behavior	5	1	1	4	0.7006562	0	0	9	
2123410656	2041152887	Behavior	5	1	1	7	0.8449872	0	0	4	4
2123410656	2050936917	Behavior	5	1	1	5	0.75	0	0	7	7
2123410656	2102271169	Behavior	5	1	1	8	0.8842624	0	0	1	1
2123410656	1985529825	Behavior	4	9	14	7	0.8449872	0	0	2	2
2123410656	1979109011	Behavior	4	9	14	6	0.7993438	0	0	5	5
2123410656	2120901645	Both	5	1	1	6	0.7993438	0	0	6	6
2123410656	2057454451	Content	5	1	1	0	0.724954665	0.9052742	0.304209	5	
2123410656	2499983176	Content	5	1	1	0	0.711689	0.874677	0.3313836	7	
2123410656	2038915776	Content	5	1	1	0	0.702665031	0.8799115	0.289089948	10	
2123410656	2109156085	Content	5	1	1	0	0.7046606	0.9027207	0.242520422	9	
2123410656	2048377289	Content	4	6	14	0	0.747484	0.9117486	0.364200056	2	10
2123410656	2041370009	Content	4	6	14	0	0.747173	0.8701295	0.460274547	3	
2123410656	2543151917	Content	4	6	14	0	0.704849	0.860052	0.342708647	8	
2123410656	2072906304	Content	4	6	14	0	0.7491181	0.902285457	0.3917276	1	9
2123410656	178574528	Content	3	10	20	0	0.713235259	0.8771888	0.330676943	6	
2123528936	1880262756	Behavior	5	1	1	16	0.993935764	0	0	3	3
2123528936	2125261539	Behavior	5	1	1	12	0.9713379	0	0	6	6
2123528936	1986966428	Behavior	5	1	1	8	0.8842624	0	0	8	8
2123528936	2166851633	Behavior	4	4	4	11	0.958413661	0	0	7	7
2123528936	2031696998	Behavior	4	4	4	8	0.8842624	0	0	9	9
2123528936	2216511711	Behavior	4	4	4	8	0.8842624	0	0	10	10
2123528936	2101409192	Behavior	4	4	4	12	0.9713379	0	0	5	5
2123528936	2054141820	Behavior	4	4	4	16	0.993935764	0	0	2	2
2123528936	2137245235	Behavior	3	9	13	20	0.9987637	0	0	1	1
2123528936	2085040216	Behavior	3	9	13	14	0.9867015	0	0	4	4
2123528936	2077927809	Content	4	1	4	0	0.7955468	0.9552334	0.422944933	1	
2123528936	2609763701	Content	4	1	4	0	0.7420822	0.9231626	0.319561154	7	
2123528936	2612914723	Content	4	1	4	0	0.7440637	0.919920146	0.33373183	6	
2123528936	2129760688	Content	4	1	4						
2123528936	2577641099	Content	3	5	13	0	0.7480804	0.9108788	0.3682174	5	
2123528936	2170324535	Content	3	5	13	0	0.7416754	0.924332	0.315476626	8	
2123528936	2605907621	Content	3	5	13	0	0.788354456	0.937374055	0.440642148	2	
2123528936	2336672210	Content	3	5	13	0	0.741169751	0.9203877	0.32299462	9	
2123528936	2784713518	Content	3	5	13	0	0.737780035	0.9058746	0.345559448	10	
2123528936	1966303235	Content	3	5	13	0	0.7564674	0.921187	0.3721217	4	
2127292230	2091571775	Behavior	5	1	1	5	0.75	0	0	3	3
2127292230	2118034806	Behavior	5	1	1	4	0.7006562	0	0	5	5
2127292230	2137245235	Behavior	5	1	1	5	0.75	0	0	2	2
2127292230	2113474244	Behavior	5	1	1	3	0.6550128	0	0	8	
2127292230	2535123820	Behavior	4	5	5	6	0.7993438	0	0	1	1
2127292230	2103139809	Behavior	4	5	5	4	0.7006562	0	0	4	4
2127292230	1999047234	Behavior	4	5	5	3	0.6550128	0	0	9	
2127292230	2000215628	Behavior	1	8	8	3	0.6550128	0	0	10	
2127292230	1963826206	Behavior	1	8	8	3	0.6550128	0	0	7	
2127292230	2122090912	Behavior	1	8	8	4	0.7006562	0	0	6	6
2127292230	2295221146	Content	1	1	8	0	0.672883749	0.9132176	0.112104811	5	
2127292230	2483209860	Content	1	1	8	0	0.671249866	0.905373156	0.124962091	6	
2127292230	2094309530	Content	1	1	8	0	0.6785358	0.931821942	0.08753494	3	9
2127292230	2111870929	Content	1	1	8	0	0.667710543	0.895925343	0.1352094	10	
2127292230	2398052367	Content	1	1	8	0	0.676701963	0.9046894	0.144731328	4	10
2127292230	2778357605	Content	1	1	8	0	0.6807427	0.921010852	0.120116957	2	8
2127292230	2104640425	Content	1	1	8	0	0.6689613	0.9300421	0.0597728379	9	
2127292230	1844351878	Content	1	1	8	0	0.6697461	0.9192583	0.08755103	8	
2127292230	2745115484	Content	1	1	8	0	0.669876933	0.892666	0.150035918	7	
2127292230	2187798307	Content	1	1	8	0	0.6881358	0.912910938	0.163660467	1	7
2127491574	2120872934	Behavior	5	1	1	26	0.9998876	0	0	4	4
2127491574	2134332047	Behavior	5	1	1	28	0.9999495	0	0	3	3
2127491574	2047071281	Behavior	4	3	5	17	0.9959187	0	0	10	10
2127491574	2091449379	Behavior	4	3	5	18	0.9972569	0	0	8	8
2127491574	2611328865	Behavior	4	3	5	38	0.999999046	0	0	1	1
2127491574	2078677240	Behavior	4	3	5	19	0.998157859	0	0	6	6
2127491574	2103972604	Behavior	3	7	11	28	0.9999495	0	0	2	2
2127491574	2106005123	Behavior	3	7	11	17	0.9959187	0	0	9	9
2127491574	2024165284	Behavior	3	7	11	23	0.999627	0	0	5	5
2127491574	2145962650	Behavior	1	10	19	18	0.9972569	0	0	7	7
2127491574	2100282471	Content	5	1	1	0	0.7962646	0.9360973	0.4699882	1	
2127491574	1604604340	Content	5	1	1	0	0.7904107	0.934170544	0.454971135	2	
2127491574	1495927536	Content	4	3	5	0	0.7790272	0.929005563	0.429077685	4	
2127491574	152374499	Content	4	3	5	0	0.7616276	0.926309347	0.377370149	10	
2127491574	2000345836	Content	3	5	11	0	0.773028433	0.916931331	0.437254936	7	
2127491574	1569226967	Content	3	5	11	0	0.7643814	0.9285113	0.381411523	8	
2127491574	2154098284	Content	2	7	16	0	0.7625086	0.9157726	0.404892445	9	
2127491574	2467768057	Content	2	7	16	0	0.774972856	0.924074352	0.427069426	6	
2127491574	2158121106	Content	2	7	16	0	0.77848655	0.924003959	0.438945949	5	
2127491574	2557895864	Content	1	10	19	0	0.7800599	0.9342742	0.420226544	3	
2127557908	175515579	Behavior	5	1	1	18	0.9972569	0	0	4	4
2127557908	2166389164	Behavior	5	1	1	16	0.993935764	0	0	6	6
2127557908	2167718377	Behavior	5	1	1	12	0.9713379	0	0	10	10
2127557908	2110965035	Behavior	5	1	1	36	0.9999979	0	0	1	1
2127557908	2100970777	Behavior	4	5	5	18	0.9972569	0	0	3	3
2127557908	2167113304	Behavior	4	5	5	16	0.993935764	0	0	7	7
2127557908	2150581873	Behavior	4	5	5	22	0.9994437	0	0	2	2
2127557908	2179799090	Behavior	2	8	8	12	0.9713379	0	0	9	9
2127557908	1540873593	Behavior	2	8	8	16	0.993935764	0	0	5	5
2127557908	1515932031	Behavior	2	8	8	14	0.9867015	0	0	8	8
2127557908	1920676239	Content	2	1	8	0	0.7923043	0.950403035	0.423407257	1	
2127557908	2156033268	Content	2	1	8	0	0.7139944	0.9346611	0.199105471	6	
2127557908	2322168330	Content	2	1	8	0	0.724410832	0.9405961	0.219978482	5	
2127557908	2140741865	Content	2	1	8	0	0.730707169	0.9427352	0.235975057	3	
2127557908	2086414039	Content	2	1	8	0	0.7424805	0.9399328	0.281758428	2	
2127557908	2169109355	Content	2	1	8	0	0.708238	0.9407119	0.165798828	8	
2127557908	2565321875	Content	2	1	8	0	0.7065562	0.929279268	0.186869055	10	
2127557908	2004409334	Content	1	8	18	0	0.706834733	0.926783	0.1936221	9	
2127557908	1569442780	Content	1	8	18	0	0.730107069	0.9435227	0.232137352	4	
2127557908	1484676838	Content	1	8	18	0	0.7107303	0.928204	0.203291759	7	
2129129488	2148847267	Behavior	5	1	1	12	0.9713379	0	0	1	1
2129129488	2022867359	Behavior	5	1	1	8	0.8842624	0	0	7	7
2129129488	2107569009	Behavior	5	1	1	8	0.8842624	0	0	4	4
2129129488	2101108259	Behavior	4	4	4	7	0.8449872	0	0	8	8
2129129488	2154454189	Behavior	4	4	4	10	0.9403985	0	0	3	3
2129129488	2768375068	Behavior	3	6	8	7	0.8449872	0	0	9	9
2129129488	1979104937	Behavior	2	7	15	10	0.9403985	0	0	2	2
2129129488	103340358	Behavior	2	7	15	8	0.8842624	0	0	5	5
2129129488	2008620264	Behavior	2	7	15	7	0.8449872	0	0	10	10
2129129488	2022322548	Behavior	2	7	15	8	0.8842624	0	0	6	6
2129129488	2408612350	Content	4	1	4	0	0.766089439	0.9305911	0.3822523	7	
2129129488	2499358516	Content	4	1	4	0	0.802398	0.9370093	0.488305181	3	
2129129488	2487976502	Content	3	3	8	0	0.760733843	0.9197974	0.389585465	9	
2129129488	2408288979	Content	3	3	8	0	0.7910647	0.9428706	0.436850816	5	
2129129488	1629472610	Content	3	3	8	0	0.786421537	0.9192783	0.47642234	6	
2129129488	2203034355	Content	3	3	8	0	0.764295161	0.911527753	0.4207524	8	
2129129488	813007101	Content	3	3	8	0	0.7948873	0.9317948	0.475436449	4	
2129129488	2540725947	Content	3	3	8						
2129129488	2245305571	Content	2	9	15	0	0.829654038	0.9451711	0.560114264	1	
2129129488	1541129574	Content	1	10	20	0	0.7577518	0.9266773	0.363592356	10	
2136360692	2130062883	Behavior	5	1	1	11	0.958413661	0	0	5	5
2136360692	2166706236	Behavior	5	1	1	11	0.958413661	0	0	7	7
2136360692	2569020760	Behavior	5	1	1	12	0.9713379	0	0	2	2
2136360692	2154834860	Behavior	5	1	1	11	0.958413661	0	0	6	6
2136360692	2029080014	Behavior	4	5	10	12	0.9713379	0	0	3	3
2136360692	2118776392	Behavior	4	5	10	10	0.9403985	0	0	9	9
2136360692	2121820607	Behavior	4	5	10	11	0.958413661	0	0	4	4
2136360692	2044212084	Behavior	4	5	10	10	0.9403985	0	0	10	10
2136360692	1994616650	Behavior	2	9	19	10	0.9403985	0	0	8	8
2136360692	1992208280	Behavior	1	10	20	12	0.9713379	0	0	1	1
2136360692	2162195727	Content	5	1	1	0	0.8133479	0.949371636	0.495959073	1	
2136360692	2803596940	Content	5	1	1	0	0.7486265	0.9456531	0.2888977	10	
2136360692	2546972438	Content	5	1	1	0	0.754093647	0.931631744	0.339838	7	
2136360692	2784329958	Content	5	1	1	0	0.7511808	0.9477321	0.2925613	8	
2136360692	2092507976	Content	5	1	1	0	0.759790063	0.937917531	0.344159275	4	
2136360692	2046629409	Content	4	6	10	0	0.7796501	0.943560958	0.3971914	2	
2136360692	2000386465	Content	4	6	10	0	0.756526053	0.9318622	0.3474085	5	
2136360692	2407738787	Content	4	6	10	0	0.7553919	0.9422267	0.319444031	6	
2136360692	2570745209	Content	3	9	17	0	0.768477857	0.956430256	0.329922348	3	
2136360692	2170489556	Content	3	9	17	0	0.7499822	0.939121962	0.308655977	9	
2136361916	2083371880	Behavior	5	1	1	5	0.75	0	0	6	6
2136361916	2122390703	Behavior	5	1	1	4	0.7006562	0	0	9	9
2136361916	2150303827	Behavior	4	3	3	8	0.8842624	0	0	1	1
2136361916	1988488234	Behavior	4	3	3	4	0.7006562	0	0	7	7
2136361916	2114229772	Behavior	4	3	3	5	0.75	0	0	4	4
2136361916	2130723482	Behavior	4	3	3	4	0.7006562	0	0	10	10
2136361916	2103114895	Behavior	4	3	3	5	0.75	0	0	3	3
2136361916	2010953919	Behavior	3	8	8	6	0.7993438	0	0	2	2
2136361916	2129434196	Behavior	3	8	8	5	0.75	0	0	5	5
2136361916	2004473727	Behavior	1	10	11	4	0.7006562	0	0	8	8
2136361916	2486843778	Content	2	1	10	0	0.6441699	0.8571639	0.14718391	6	
2136361916	2013682402	Content	1	2	11	0	0.6446609	0.8735031	0.110695817	5	
2136361916	1669314120	Content	1	2	11	0	0.6335264	0.84592706	0.137924716	9	
2136361916	2065958783	Content	1	2	11	0	0.673153	0.844654	0.272983968	2	
2136361916	2104315375	Content	1	2	11	0	0.6511681	0.849877	0.187513992	3	
2136361916	2091681245	Content	1	2	11	0	0.680558264	0.85810703	0.26627773	1	
2136361916	2019084464	Content	1	2	11	0	0.6370759	0.8390973	0.1656925	8	
2136361916	1661690896	Content	1	2	11	0	0.6439558	0.86000675	0.139836982	7	
2136361916	2018014426	Content	1	2	11	0	0.631134033	0.8426825	0.137521058	10	
2136361916	1524604167	Content	1	2	11	0	0.649583	0.856895745	0.165853187	4	
2136880809	2121081915	Behavior				17	0.9959187	0	0	3	3
2136880809	1710734607	Behavior				17	0.9959187	0	0	4	4
2136880809	2101819268	Behavior				12	0.9713379	0	0	10	10
2136880809	2096449544	Behavior				21	0.9991706	0	0	2	2
2136880809	2148329403	Behavior				22	0.9994437	0	0	1	1
2136880809	2166007208	Behavior				16	0.993935764	0	0	5	5
2136880809	2055770200	Behavior				14	0.9867015	0	0	7	7
2136880809	2009489720	Behavior				15	0.9910069	0	0	6	6
2136880809	2129487583	Behavior				13	0.980417132	0	0	9	9
2136880809	2170224888	Behavior				14	0.9867015	0	0	8	8
2136880809	2117158482	Content				0	0.7505426	0.940809965	0.3065853	10	
2136880809	2561843210	Content				0	0.761758745	0.936375141	0.354320437	5	
2136880809	1485565001	Content				0	0.755654633	0.925532341	0.359273225	9	
2136880809	1984846967	Content				0	0.757339358	0.9333918	0.3465504	8	
2136880809	1973304445	Content				0	0.7759494	0.9396722	0.3939297	1	
2136880809	2522140787	Content				0	0.769657552	0.927673459	0.40095368	2	
2136880809	2738349860	Content				0	0.7669764	0.933523536	0.37836656	4	
2136880809	950459763	Content				0	0.768575668	0.935602665	0.37884596	3	
2136880809	2802370979	Content				0	0.7582535	0.929668546	0.3582851	6	
2136880809	2281471732	Content				0	0.7576141	0.929375768	0.356836855	7	
2137406659	2512274390	Behavior	5	1	1	28	0.9999495	0	0	1	1
2137406659	1501005121	Behavior	5	1	1	14	0.9867015	0	0	8	8
2137406659	2394669110	Behavior	5	1	1	16	0.993935764	0	0	4	4
2137406659	2127058057	Behavior	5	1	1	22	0.9994437	0	0	2	2
2137406659	2003238113	Behavior	4	5	6	16	0.993935764	0	0	5	5
2137406659	2187089797	Behavior	4	5	6	14	0.9867015	0	0	10	10
2137406659	2053075547	Behavior	4	5	6	14	0.9867015	0	0	9	9
2137406659	2282821441	Behavior	4	5	6	16	0.993935764	0	0	6	6
2137406659	2165254944	Behavior	3	9	10	20	0.9987637	0	0	3	3
2137406659	2168573280	Behavior	2	10	14	16	0.993935764	0	0	7	7
2137406659	1598077662	Content	5	1	1	0	0.691063762	0.935672939	0.120309032	1	
2137406659	2058819761	Content	3	2	10	0	0.6823831	0.9074985	0.157114014	5	
2137406659	1869416143	Content	3	2	10	0	0.6713352	0.905839145	0.124159329	10	
2137406659	1999291864	Content	3	2	10	0	0.674155533	0.911550939	0.120232955	8	
2137406659	2146518806	Content	1	5	15	0	0.6877989	0.918198	0.150201172	2	
2137406659	2102598916	Content	1	5	15	0	0.6825014	0.924042046	0.118906386	4	
2137406659	2118518941	Content	1	5	15	0	0.677416861	0.9251227	0.0994367152	6	
2137406659	598954214	Content	1	5	15	0	0.68315	0.906612754	0.161736876	3	
2137406659	25864928	Content	1	5	15	0	0.675065458	0.9137766	0.118072875	7	
2137406659	1023154629	Content				0	0.6718527	0.9101739	0.115769893	9	
2138731866	1503891749	Behavior				29	0.999966145	0	0	5	5
2138731866	69713013	Behavior				31	0.9999848	0	0	4	4
2138731866	1971326463	Behavior				33	0.999993145	0	0	2	2
2138731866	2157614013	Behavior				23	0.999627	0	0	8	8
2138731866	2035536069	Behavior				26	0.9998876	0	0	7	7
2138731866	2112486185	Behavior				40	0.9999996	0	0	1	1
2138731866	2097882016	Behavior				31	0.9999848	0	0	3	3
2138731866	1976511505	Behavior				27	0.99992466	0	0	6	6
2138731866	2173213060	Behavior				20	0.9987637	0	0	9	9
2138731866	2168595508	Behavior				20	0.9987637	0	0	10	10
2138731866	1583278193	Content				0	0.6764462	0.911792	0.1273061	10	
2138731866	2157790661	Content				0	0.7622151	0.916024745	0.403325915	2	
2138731866	2470840370	Content				0	0.689568639	0.910224438	0.174705133	4	
2138731866	2162595007	Content				0	0.677005	0.9193672	0.111493193	9	
2138731866	2219403331	Content				0	0.690767646	0.9058837	0.188830152	3	
2138731866	2115601681	Content				0	0.678717732	0.912702858	0.132752523	8	
2138731866	137166574	Content				0	0.6847658	0.898638546	0.185729489	5	
2138731866	2167994029	Content				0	0.80451113	0.9480523	0.469581783	1	
2138731866	2558854077	Content				0	0.6829495	0.9124183	0.14752233	7	
2138731866	26660139	Content				0	0.6839851	0.905352652	0.167460948	6	
2140210651	2023192402	Behavior	5	1	1	7	0.8449872	0	0	2	2
2140210651	1528027857	Behavior	5	1	1	5	0.75	0	0	8	8
2140210651	2073271971	Behavior	5	1	1	6	0.7993438	0	0	3	3
2140210651	2162514427	Behavior	5	1	1	12	0.9713379	0	0	1	1
2140210651	2122909041	Behavior	5	1	1	5	0.75	0	0	6	6
2140210651	1834211864	Behavior	4	6	6	5	0.75	0	0	5	5
2140210651	2166438298	Behavior	4	6	6	5	0.75	0	0	9	9
2140210651	1526426957	Behavior	4	6	6	5	0.75	0	0	7	7
2140210651	2168341514	Behavior	3	9	11	5	0.75	0	0	10	10
2140210651	2163979379	Behavior	1	10	16	6	0.7993438	0	0	4	4
2140210651	108521038	Content	4	1	6	0	0.7146126	0.8954062	0.292760938	10	
2140210651	2185478636	Content	4	1	6	0	0.7363054	0.8910009	0.375349253	3	
2140210651	2739511251	Content	3	3	11	0	0.7201762	0.9062323	0.286045462	6	
2140210651	2288497559	Content	3	3	11	0	0.7474163	0.9026411	0.3852252	1	
2140210651	2811247572	Content	3	3	11	0	0.738851547	0.895222545	0.373985976	2	
2140210651	1034810470	Content	2	6	15	0	0.7180106	0.8917881	0.3125297	8	
2140210651	1840178152	Content	1	7	16	0	0.723610461	0.8951098	0.3234454	4	
2140210651	160252952	Content	1	7	16	0	0.7180108	0.8912021	0.3138977	7	
2140210651	2234351597	Content	1	7	16	0	0.716504753	0.8962475	0.297105074	9	
2140210651	2327350519	Content	1	7	16						
2140991467	2112090702	Behavior	5	1	1	10	0.9403985	0	0	3	3
2140991467	2795857897	Behavior	5	1	1	10	0.9403985	0	0	4	4
2140991467	2128678576	Behavior	5	1	1	11	0.958413661	0	0	2	2
2140991467	1527463082	Behavior	5	1	1	7	0.8449872	0	0	10	10
2140991467	1572272766	Behavior	5	1	1	9	0.9160092	0	0	6	6
